,Flow,Accuracy
0,weka.Bagging_REPTree(1),0.98441
1,weka.JRip(1),0.98441
2,weka.BayesNet_K2(1),0.961024
3,weka.RandomForest(1),0.991091
4,weka.Logistic(1),0.988864
5,weka.SMO_PolyKernel(1),0.973274
6,weka.AdaBoostM1_DecisionStump(1),0.836303
7,weka.NaiveBayes(1),0.865256
8,weka.ZeroR(1),0.761693
9,weka.J48(1),0.985523
10,weka.REPTree(1),0.982183
11,weka.LogitBoost_DecisionStump(1),0.98441
12,weka.NaiveBayes(1),0.865256
13,weka.NaiveBayes(1),0.865256
14,weka.NaiveBayesUpdateable(1),0.865256
15,weka.Logistic(1),0.987751
16,weka.MultilayerPerceptron(1),0.983296
17,weka.SimpleLogistic(1),0.992205
18,weka.SMO_PolyKernel(1),0.973274
19,weka.IBk(1),0.989978
20,weka.KStar(1),0.953229
21,weka.LWL_DecisionStump(1),0.955457
22,weka.AdaBoostM1_DecisionStump(1),0.836303
23,weka.AttributeSelectedClassifier_CfsSubsetEval_BestFirst_J48(1),0.966592
24,weka.Bagging_REPTree(1),0.98441
25,weka.ClassificationViaRegression_M5P(1),0.985523
26,weka.CVParameterSelection_ZeroR(1),0.761693
27,weka.FilteredClassifier_Discretize_J48(1),0.986637
28,weka.LogitBoost_DecisionStump(1),0.98441
29,weka.MultiClassClassifier_Logistic(1),0.992205
30,weka.MultiClassClassifierUpdateable_SGD(1),0.989978
31,weka.MultiScheme_ZeroR(1),0.761693
32,weka.RandomCommittee_RandomTree(1),0.992205
33,weka.RandomSubSpace_REPTree(1),0.989978
34,weka.Vote_ZeroR(1),0.761693
35,weka.DecisionTable_BestFirst(1),0.953229
36,weka.JRip(1),0.98441
37,weka.OneR(1),0.836303
38,weka.PART(1),0.982183
39,weka.ZeroR(1),0.761693
40,weka.DecisionStump(1),0.771715
41,weka.J48(1),0.985523
42,weka.LMT(1),0.993318
43,weka.RandomForest(1),0.991091
44,weka.RandomTree(1),0.982183
45,weka.REPTree(1),0.982183
46,weka.J48(1),0.965479
47,weka.SMO_RBFKernel(1),0.991091
48,weka.SMO_RBFKernel(1),0.975501
49,weka.SMO_RBFKernel(1),0.761693
50,weka.J48(1),0.965479
51,weka.SMO_RBFKernel(1),0.923163
52,weka.SMO_RBFKernel(1),0.831849
53,weka.SMO_RBFKernel(1),0.974388
54,weka.Bagging_REPTree(1),0.986637
55,weka.Bagging_REPTree(1),0.988864
56,weka.Bagging_REPTree(1),0.986637
57,weka.OneR(1),0.836303
58,weka.SMO_RBFKernel(1),0.809577
59,weka.SMO_RBFKernel(1),0.914254
60,weka.SMO_RBFKernel(1),0.985523
61,weka.SMO_RBFKernel(1),0.761693
62,weka.LMT(1),0.993318
63,weka.IBk(1),0.96882
64,weka.OneR(1),0.836303
65,weka.SMO_PolyKernel(1),0.993318
66,weka.SMO_RBFKernel(1),0.914254
67,weka.SMO_PolyKernel(1),0.966592
68,weka.Bagging_REPTree(1),0.986637
69,weka.J48(1),0.988864
70,weka.SMO_RBFKernel(1),0.761693
71,weka.J48(1),0.965479
72,weka.SMO_PolyKernel(1),0.989978
73,weka.SMO_PolyKernel(1),0.989978
74,weka.LMT(1),0.993318
75,weka.AdaBoostM1_DecisionStump(1),0.836303
76,weka.IBk(1),0.975501
77,weka.J48(1),0.966592
78,weka.SMO_RBFKernel(1),0.955457
79,weka.SMO_PolyKernel(1),0.991091
80,weka.IBk(1),0.955457
81,weka.SMO_PolyKernel(1),0.942094
82,weka.SMO_RBFKernel(1),0.973274
83,weka.J48(1),0.965479
84,weka.J48(1),0.966592
85,weka.LogitBoost_DecisionStump(1),0.994432
86,weka.IBk(1),0.957684
87,weka.SMO_RBFKernel(1),0.761693
88,weka.J48(1),0.988864
89,weka.SMO_PolyKernel(1),0.994432
90,weka.LMT(1),0.993318
91,weka.SMO_PolyKernel(1),0.992205
92,weka.LMT(1),0.993318
93,weka.AdaBoostM1_DecisionStump(1),0.836303
94,weka.RandomForest(1),0.97216
95,weka.J48(1),0.985523
96,weka.SMO_RBFKernel(1),0.81069
97,weka.SMO_PolyKernel(1),0.991091
98,weka.IBk(1),0.95657
99,weka.IBk(1),0.971047
100,weka.IBk(1),0.95657
101,weka.LogitBoost_DecisionStump(1),0.994432
102,weka.RandomForest(1),0.994432
103,weka.J48(1),0.98441
104,weka.J48(1),0.966592
105,weka.SMO_RBFKernel(1),0.761693
106,weka.RandomForest(1),0.985523
107,weka.LogitBoost_DecisionStump(1),0.992205
108,weka.J48(1),0.988864
109,weka.SMO_RBFKernel(1),0.809577
110,weka.J48(1),0.965479
111,weka.SMO_RBFKernel(1),0.797327
112,weka.SMO_RBFKernel(1),0.905345
113,weka.Bagging_REPTree(1),0.988864
114,weka.Bagging_REPTree(1),0.988864
115,weka.OneR(1),0.836303
116,weka.IBk(1),0.971047
117,weka.J48(1),0.985523
118,weka.RandomForest(1),0.993318
119,weka.AdaBoostM1_DecisionStump(1),0.836303
120,weka.SMO_RBFKernel(1),0.969933
121,weka.J48(1),0.989978
122,weka.SMO_PolyKernel(1),0.991091
123,weka.J48(1),0.989978
124,weka.OneR(1),0.836303
125,weka.IBk(1),0.962138
126,weka.J48(1),0.987751
127,weka.SMO_RBFKernel(1),0.816258
128,weka.SMO_RBFKernel(1),0.95657
129,weka.J48(1),0.963252
130,weka.SMO_RBFKernel(1),0.937639
131,weka.IBk(1),0.965479
132,weka.LogitBoost_DecisionStump(1),0.988864
133,weka.J48(1),0.98441
134,weka.SMO_PolyKernel(1),0.836303
135,weka.SMO_RBFKernel(1),0.915367
136,weka.OneR(1),0.836303
137,weka.J48(1),0.964365
138,weka.J48(1),0.985523
139,weka.J48(1),0.98441
140,weka.SMO_PolyKernel(1),0.991091
141,weka.SMO_RBFKernel(1),0.761693
142,weka.SMO_PolyKernel(1),0.988864
143,weka.Bagging_REPTree(1),0.989978
144,weka.J48(1),0.981069
145,weka.Bagging_REPTree(1),0.985523
146,weka.SMO_PolyKernel(1),0.993318
147,weka.SMO_RBFKernel(1),0.806236
148,weka.J48(1),0.985523
149,weka.Bagging_REPTree(1),0.986637
150,weka.SMO_RBFKernel(1),0.88196
151,weka.SMO_RBFKernel(1),0.983296
152,weka.J48(1),0.989978
153,weka.IBk(1),0.969933
154,weka.J48(1),0.966592
155,weka.SMO_RBFKernel(1),0.849666
156,weka.J48(1),0.966592
157,weka.SMO_RBFKernel(1),0.975501
158,weka.J48(1),0.988864
159,weka.AdaBoostM1_DecisionStump(1),0.836303
160,weka.SMO_RBFKernel(1),0.918708
161,weka.RandomForest(1),0.995546
162,weka.J48(1),0.989978
163,weka.Bagging_OneR(1),0.836303
164,weka.Bagging_JRip(1),0.988864
165,weka.AttributeSelectedClassifier_CfsSubsetEval_BestFirst_BFTree(1),0.973274
166,weka.MultiBoostAB_REPTree(1),0.996659
167,weka.MultiBoostAB_J48(1),0.995546
168,weka.AdaBoostM1_NaiveBayes(1),0.944321
169,weka.Dagging_DecisionStump(1),0.836303
170,weka.BayesNet_LAGDHillClimber(1),0.95657
171,weka.Bagging_LWL_DecisionStump(1),0.949889
172,weka.MultiBoostAB_LWL_DecisionStump(1),0.96882
173,weka.Bagging_NaiveBayes(1),0.873051
174,weka.AdaBoostM1_BFTree(1),0.996659
175,weka.END_ND_J48(1),0.988864
176,weka.AdaBoostM1_RandomForest(1),0.992205
177,weka.AdaBoostM1_LMT(1),0.994432
178,weka.MultiBoostAB_MultilayerPerceptron(1),0.987751
179,weka.Bagging_SMO_PolyKernel(1),0.977728
180,weka.AdaBoostM1_LMT(1),0.995546
181,weka.RacedIncrementalLogitBoost_DecisionStump(1),0.761693
182,weka.AdaBoostM1_LWL_DecisionStump(1),0.98441
183,weka.AdaBoostM1_LMT(1),0.994432
184,weka.Bagging_DecisionStump(1),0.836303
185,weka.MultiBoostAB_LMT(1),0.993318
186,weka.AdaBoostM1_LMT(1),0.994432
187,weka.Bagging_BFTree(1),0.991091
188,weka.Bagging_BFTree(1),0.985523
189,weka.AdaBoostM1_OneR(1),0.849666
190,weka.MultiBoostAB_REPTree(1),0.992205
191,weka.MultiBoostAB_OneR(1),0.849666
192,weka.AdaBoostM1_LADTree(1),0.995546
193,weka.MultiBoostAB_MultilayerPerceptron(1),0.983296
194,weka.AdaBoostM1_JRip(1),0.994432
195,weka.MultiBoostAB_REPTree(1),0.992205
196,weka.Bagging_MultilayerPerceptron(1),0.992205
197,weka.Bagging_BFTree(1),0.985523
198,weka.MultiBoostAB_OneR(1),0.849666
199,weka.Bagging_LADTree(1),0.98441
200,weka.Bagging_LADTree(1),0.98441
201,weka.AdaBoostM1_J48(1),0.994432
202,weka.Bagging_MultilayerPerceptron(1),0.992205
203,weka.AdaBoostM1_NaiveBayes(1),0.945434
204,weka.MultilayerPerceptron(1),0.992205
205,weka.Bagging_IBk(1),0.989978
206,weka.AttributeSelectedClassifier_CfsSubsetEval_BestFirst_RandomTree(1),0.971047
207,weka.MultiBoostAB_OneR(1),0.836303
208,weka.MultiBoostAB_RandomForest(1),0.992205
209,weka.MultiBoostAB_LMT(1),0.993318
210,weka.MultiBoostAB_OneR(1),0.842984
211,weka.Bagging_IBk(1),0.987751
212,weka.AttributeSelectedClassifier_CfsSubsetEval_BestFirst_LMT(1),0.969933
213,weka.AttributeSelectedClassifier_CfsSubsetEval_BestFirst_RBFClassifier(1),0.885301
214,weka.Bagging_LADTree(1),0.987751
215,weka.AdaBoostM1_SMO_PolyKernel(1),0.992205
216,weka.Bagging_OneR(1),0.836303
217,weka.MultilayerPerceptron(1),0.985523
218,weka.AdaBoostM1_MultilayerPerceptron(1),0.987751
219,weka.AttributeSelectedClassifier_CfsSubsetEval_BestFirst_J48(1),0.966592
220,weka.AdaBoostM1_OneR(1),0.853007
221,weka.Bagging_BFTree(1),0.989978
222,weka.Bagging_DecisionStump(1),0.836303
223,weka.AttributeSelectedClassifier_CfsSubsetEval_BestFirst_REPTree(1),0.963252
224,weka.Bagging_JRip(1),0.986637
225,weka.MultiBoostAB_DecisionStump(1),0.836303
226,weka.Bagging_LWL_DecisionStump(1),0.947661
227,weka.MultiBoostAB_LWL_DecisionStump(1),0.986637
228,weka.Bagging_RandomTree(1),0.993318
229,weka.Bagging_OneR(1),0.836303
230,weka.MultiBoostAB_IBk(1),0.989978
231,weka.AdaBoostM1_REPTree(1),0.996659
232,weka.Bagging_SMO_PolyKernel(1),0.973274
233,weka.AdaBoostM1_RandomTree(1),0.976615
234,weka.AttributeSelectedClassifier_CfsSubsetEval_BestFirst_DTNB(1),0.958797
235,weka.Bagging_J48(1),0.992205
236,weka.AdaBoostM1_NaiveBayes(1),0.944321
237,weka.AdaBoostM1_JRip(1),0.995546
238,weka.BayesNet_TAN(1),0.985523
239,weka.AdaBoostM1_J48(1),0.996659
240,weka.MultiBoostAB_RandomTree(1),0.976615
241,weka.Bagging_MultilayerPerceptron(1),0.993318
242,weka.AdaBoostM1_JRip(1),0.995546
243,weka.MultiBoostAB_NaiveBayes(1),0.927617
244,weka.BayesNet_TabuSearch(1),0.957684
245,weka.AttributeSelectedClassifier_CfsSubsetEval_BestFirst_Bagging_REPTree(1),0.974388
246,weka.AdaBoostM1_MultilayerPerceptron(1),0.987751
247,weka.MultilayerPerceptron(1),0.989978
248,weka.AdaBoostM1_J48(1),0.994432
249,weka.MultiBoostAB_RandomForest(1),0.992205
250,weka.AttributeSelectedClassifier_CfsSubsetEval_BestFirst_SimpleLogistic(1),0.912027
251,weka.ZeroR(1),0.761693
252,weka.ZeroR(1),0.761693
253,weka.J48(1),0.985523
254,weka.MultiBoostAB_LADTree(1),0.995546
255,weka.MultiBoostAB_J48(1),0.996659
256,weka.LWL_NaiveBayes(1),0.888641
257,weka.Bagging_J48(1),0.991091
258,weka.ZeroR(1),0.761693
259,weka.ZeroR(2),0.761693
260,weka.ZeroR(2),0.761693
261,weka.ZeroR(2),0.761693
262,weka.ZeroR(2),0.761693
263,weka.ZeroR(2),0.761693
264,weka.J48(3),0.985523
265,weka.J48(3),0.985523
266,weka.J48(3),0.985523
267,weka.ZeroR(2),0.761693
268,weka.Ridor(1),0.98441
269,weka.JRip(2),0.98441
270,weka.ZeroR(2),0.761693
271,weka.ZeroR(2),0.761693
272,weka.ZeroR(2),0.761693
273,weka.OneR(3),0.836303
274,weka.OneR(3),0.836303
275,weka.OneR(3),0.836303
276,weka.OneR(3),0.836303
277,weka.ZeroR(2),0.761693
278,weka.ZeroR(2),0.761693
279,weka.NaiveBayes(2),0.865256
280,weka.J48(3),0.985523
281,weka.J48(3),0.985523
282,weka.J48(3),0.985523
283,weka.J48(3),0.985523
284,weka.J48(3),0.985523
285,weka.J48(3),0.985523
286,weka.ZeroR(2),0.761693
287,weka.J48(3),0.985523
288,weka.J48(3),0.985523
289,weka.ZeroR(2),0.761693
290,weka.ZeroR(2),0.761693
291,weka.ZeroR(2),0.761693
292,weka.ZeroR(2),0.761693
293,weka.ZeroR(2),0.761693
294,weka.Bagging_J48(2),0.992205
295,weka.Bagging_J48(2),0.992205
296,weka.Bagging_J48(2),0.991091
297,weka.Bagging_JRip(2),0.987751
298,weka.Bagging_JRip(2),0.987751
299,weka.DTNB(2),0.985523
300,weka.Bagging_JRip(2),0.988864
301,weka.ZeroR(2),0.761693
302,weka.ZeroR(2),0.761693
303,weka.ZeroR(2),0.761693
304,weka.ZeroR(2),0.761693
305,weka.ZeroR(2),0.761693
306,weka.ZeroR(2),0.761693
307,weka.OneR(3),0.836303
308,weka.OneR(3),0.836303
309,weka.Bagging_REPTree(3),0.98441
310,weka.SMO_PolyKernel(6),0.973274
311,HIKNN(1),0.761693
312,HIKNN(1),0.761693
313,weka.Bagging_LMT(2),0.992205
314,weka.Bagging_LMT(2),0.992205
315,weka.NaiveBayes(2),0.865256
316,RandomRules(1),0.930958
317,weka.Bagging_LMT(2),0.992205
318,weka.Bagging_LMT(2),0.993318
319,weka.Bagging_LMT(2),0.991091
320,weka.Bagging_LWL_DecisionStump(2),0.949889
321,weka.Bagging_LWL_DecisionStump(2),0.949889
322,weka.Bagging_LWL_DecisionStump(2),0.947661
323,weka.Bagging_LWL_DecisionStump(2),0.947661
324,weka.Bagging_LWL_DecisionStump(2),0.947661
325,weka.Bagging_LWL_DecisionStump(2),0.947661
326,weka.Bagging_LWL_DecisionStump(2),0.947661
327,weka.Bagging_LWL_DecisionStump(2),0.947661
328,weka.ZeroR(2),0.761693
329,weka.ZeroR(2),0.761693
330,weka.ZeroR(2),0.761693
331,weka.ZeroR(2),0.761693
332,weka.ZeroR(2),0.761693
333,weka.FilteredClassifier_AttributeSelection_Ranker_PrincipalComponents_NaiveBayes(1),0.875278
334,weka.Vote_J48(1),0.986637
335,weka.Bagging_MultilayerPerceptron(2),0.992205
336,RandomRules(1),0.930958
337,RandomRules(1),0.930958
338,RandomRules(1),0.930958
339,RandomRules(1),0.930958
340,weka.Ridor(2),0.98441
341,weka.ZeroR(2),0.761693
342,weka.ZeroR(2),0.761693
343,weka.Bagging_NaiveBayes(2),0.86971
344,weka.RotationForest_PrincipalComponents_J48(3),0.986637
345,weka.Bagging_OneR(2),0.836303
346,weka.RotationForest_PrincipalComponents_J48(3),0.991091
347,weka.RotationForest_PrincipalComponents_J48(3),0.991091
348,weka.Bagging_OneR(2),0.836303
349,weka.RotationForest_PrincipalComponents_J48(3),0.989978
350,weka.RotationForest_PrincipalComponents_J48(3),0.989978
351,weka.RotationForest_PrincipalComponents_J48(3),0.989978
352,weka.Bagging_OneR(2),0.836303
353,weka.RotationForest_PrincipalComponents_J48(3),0.988864
354,weka.RotationForest_PrincipalComponents_J48(3),0.988864
355,weka.RotationForest_PrincipalComponents_J48(3),0.988864
356,weka.RotationForest_PrincipalComponents_J48(3),0.988864
357,weka.Bagging_OneR(2),0.836303
358,weka.Bagging_RandomForest(2),0.991091
359,weka.Bagging_RandomForest(2),0.991091
360,weka.Bagging_RandomForest(2),0.993318
361,weka.Bagging_RandomForest(2),0.993318
362,weka.Bagging_RandomForest(2),0.993318
363,weka.Bagging_RandomForest(2),0.993318
364,weka.Bagging_RandomTree(2),0.994432
365,weka.Bagging_RandomTree(2),0.994432
366,weka.Bagging_RandomTree(2),0.994432
367,weka.Bagging_RandomTree(2),0.991091
368,weka.Bagging_REPTree(3),0.985523
369,weka.Bagging_REPTree(3),0.986637
370,weka.Bagging_REPTree(3),0.989978
371,weka.Bagging_SMO_PolyKernel(2),0.977728
372,weka.Bagging_SMO_PolyKernel(2),0.977728
373,weka.ZeroR(2),0.761693
374,weka.ZeroR(2),0.761693
375,weka.OneR(3),0.836303
376,weka.J48(13),0.985523
377,weka.ZeroR(2),0.761693
378,weka.Bagging_SMO_PolyKernel(2),0.977728
379,weka.Bagging_SMO_PolyKernel(2),0.978842
380,weka.Bagging_SMO_PolyKernel(2),0.973274
381,weka.J48(13),0.985523
382,weka.J48(13),0.985523
383,weka.J48(13),0.985523
384,weka.J48(13),0.985523
385,weka.J48(13),0.985523
386,weka.J48(13),0.985523
387,weka.AdaBoostM1_DecisionStump(2),0.836303
388,weka.NaiveBayes(2),0.865256
389,weka.Logistic(3),0.987751
390,weka.SMO_PolyKernel(6),0.973274
391,weka.SMO_RBFKernel(2),0.918708
392,weka.IBk(2),0.989978
393,weka.JRip(2),0.98441
394,weka.RandomForest(2),0.994432
395,weka.A1DE(2),0.987751
396,weka.AdaBoostM1_BFTree(2),0.994432
397,weka.AdaBoostM1_BFTree(2),0.996659
398,weka.AdaBoostM1_BFTree(2),0.996659
399,weka.AdaBoostM1_BFTree(2),0.996659
400,weka.AdaBoostM1_DecisionStump(2),0.836303
401,weka.AdaBoostM1_DecisionStump(2),0.836303
402,weka.AdaBoostM1_IBk(2),0.989978
403,weka.AdaBoostM1_IBk(2),0.989978
404,weka.AdaBoostM1_J48(2),0.994432
405,weka.AdaBoostM1_J48(2),0.994432
406,weka.AdaBoostM1_J48(2),0.996659
407,weka.AdaBoostM1_J48(2),0.996659
408,weka.AdaBoostM1_J48(2),0.996659
409,weka.AdaBoostM1_JRip(2),0.994432
410,weka.AdaBoostM1_JRip(2),0.995546
411,weka.AdaBoostM1_JRip(2),0.995546
412,weka.AdaBoostM1_JRip(2),0.995546
413,weka.AdaBoostM1_LADTree(2),0.995546
414,weka.AdaBoostM1_LADTree(2),0.995546
415,weka.AdaBoostM1_LADTree(2),0.994432
416,weka.AdaBoostM1_LADTree(2),0.993318
417,weka.AdaBoostM1_LMT(2),0.993318
418,weka.AdaBoostM1_LMT(2),0.994432
419,weka.AdaBoostM1_LMT(2),0.994432
420,weka.AdaBoostM1_LMT(2),0.994432
421,weka.AdaBoostM1_LMT(2),0.995546
422,weka.LWL_DecisionStump(2),0.955457
423,weka.AdaBoostM1_LWL_DecisionStump(2),0.989978
